flag;title;topic;tags;date
;Объявленный в розыск миллиардер Григоришин попросил украинское гражданство;Бизнес;Мировой бизнес;2016/04/18
;Bloomberg сообщил о намерении России отложить размещение евробондов;Экономика;Госэкономика;2016/04/18
;Россияне пожелали увидеть Трампа на посту президента США;Мир;Политика;2016/04/19
;Немецким туристам рекомендовали воздержаться от критики турецких властей;Мир;Политика;2016/04/19
;В Норвегии показали подводного робота-змею ;Наука и техника;Техника;2016/04/20
;Британских парламентариев уличили в загранпоездках за счет Саудовской Аравии;Мир;Политика;2016/04/21
;Путин поручил перейти на натуральную форму возмещения по ОСАГО ;Экономика;Рынки;2016/04/21
;Самолет Трампа не допустили ко взлету из-за просроченной регистрации;Мир;Политика;2016/04/21
;CNPC заинтересовалась приватизацией «Роснефти»;Бизнес;Бизнес;2016/04/21
;Путин, Обама и Ди Каприо попали в рейтинг самых влиятельных людей по версии Time;Мир;Политика;2016/04/21
;Минэкономразвития констатировало новую нефтяную реальность в России;Экономика;Госэкономика;2016/04/22
;В Москве назвали далеким от демократии призыв ПАСЕ к созданию «списка Савченко»;Россия;Политика;2016/04/22
;Минфин объяснил смысл отсрочки суда по долгу Украины ;Экономика;Госэкономика;2016/04/23
;Зачитавшего стихотворение про Эрдогана немецкого политика задержали;Мир;Политика;2016/04/23
;Десятки тысяч немцев протестовали против торгового соглашения ЕС и США;Мир;Политика;2016/04/23
;Меркель вместе с руководством ЕС приехала на турецко-сирийскую границу;Мир;Политика;2016/04/23
;НАСА возродило программу экспериментальных «Х-самолетов»;Наука и техника;Техника;2016/04/25
;Лавров назвал причину кризиса на Украине;Мир;Политика;2016/04/25
;SWIFT предупредила своих клиентов о попытках кибермошенничества;Экономика;Деньги;2016/04/26
;Роль ислама предложили закрепить в турецкой конституции;Мир;Политика;2016/04/26
;НРА стало стратегическим партнером премии «Финансовая элита России»;Экономика;Рынки;2016/04/26
;В парламенте Франции приняли резолюцию об отмене санкций против России;Мир;Политика;2016/04/28
;Умер бывший губернатор Красноярского края;Россия;Политика;2016/04/28
;КНДР провела второй за день неудачный запуск баллистической ракеты;Мир;Политика;2016/04/28
;Рост экономики США замедлился в три раза;Экономика;Госэкономика;2016/04/28
;Россия и США договорились о «режиме тишины» в Сирии;Мир;Политика;2016/04/29
;Американский миллиардер обвалил стоимость акций Apple;Бизнес;Финансы компаний;2016/04/29
;Европейский суд обязал продавать сигареты в стандартизированной упаковке;Бизнес;Мировой бизнес;2016/05/04
;Еврокомиссия рекомендовала Брюсселю ввести безвизовый режим с Турцией;Мир;Политика;2016/05/04
;Песков ответил на заявление главкома НАТО в Европе об угрозе возрождения России;Россия;Политика;2016/05/05
;Керри заявил о негативном влиянии «Северного потока-2» на Украину;Мир;Политика;2016/05/05
;Оба Джорджа Буша отказались поддержать Трампа на выборах;Мир;Политика;2016/05/05
;Роботы-тараканы помогли друг другу забраться на ступеньку;Наука и техника;Техника;2016/05/06
;Трамп пообещал уволить Йеллен с поста главы ФРС;Мир;Политика;2016/05/06
;Росбанк предсказал ослабление доллара до 65 рублей;Экономика;Госэкономика;2016/05/10
;Суд признал банкротом туроператора «Трансаэро тур»;Бизнес;Бизнес;2016/05/10
;Посол России в Латвии исключил вероятность войны с НАТО;Россия;Политика;2016/05/12
;Почетный консул Украины в Греции оказался строителем финансовой пирамиды;Мир;Политика;2016/05/12
;В Лондоне анонсирован ряд международных антикоррупционных проектов;Мир;Политика;2016/05/12
;Ближайшего помощника Ху Цзиньтао обвинили во взяточничестве;Мир;Политика;2016/05/13
;Украина разработает пенсионную реформу совместно с МВФ;Экономика;Госэкономика;2016/05/13
;«Уралвагонзавод» начал онлайн-продажу игрушечных танков;Бизнес;Бизнес;2016/05/16
;ВВП России сократился на 1,2 процента;Экономика;Госэкономика;2016/05/16
;В Госдуме подтвердили обсуждение правительством повышения налогов;Экономика;Госэкономика;2016/05/16
;Вознаграждение членам правления «Газпрома» выросло в два раза;Бизнес;Бизнес;2016/05/17
;Суд в ФРГ счел допустимыми слова «трусливый дурак» в отношении Эрдогана;Мир;Политика;2016/05/17
;Глава «Лукойла» предсказал нефти подорожание до 55 долларов;Экономика;Деньги;2016/05/18
;Экспорт нефти из Ирана достиг максимума за четыре года ;Экономика;Госэкономика;2016/05/18
;МВФ достиг договоренностей с властями Украины;Экономика;Госэкономика;2016/05/18
;Милонов посоветовал Дацику крупнее снимать клиентов публичных домов ;Россия;Политика;2016/05/18
;Постпред России при ЕС раскрыл число переброшенных в Крым «вежливых людей»;Россия;Политика;2016/05/19
;В Кремле рассказали о последствиях вступления Черногории в НАТО;Россия;Политика;2016/05/20
;Аксенов предложил запретить строительство в прибрежной зоне Крыма;Россия;Политика;2016/05/20
;Собянин принял участие в голосовании на праймериз «Единой России»;Россия;Политика;2016/05/22
;Анкара пригрозила приостановить все соглашения с Евросоюзом;Мир;Политика;2016/05/23
;Минфин объявил о возвращении России на международный рынок капитала;Экономика;Госэкономика;2016/05/23
;Bild сообщил о возможной отмене виз между ЕС и Турцией не ранее 2017 года;Мир;Политика;2016/05/23
;Матвиенко призвала развивать самобытную русскую гастрономию на селе;Россия;Политика;2016/05/23
;На президентских выборах в Австрии победил кандидат российского происхождения;Мир;Политика;2016/05/23
;Фото самой толстой в мире манекенщицы не прошло цензуру в Facebook;Из жизни;Достижения;2016/05/23
;Госдеп выступил против нового законопроекта об антироссийских санкциях;Мир;Политика;2016/05/23
;Медведев пожелал хорошего настроения жаловавшимся на низкие пенсии жителям Крыма;Россия;Политика;2016/05/24
;В «Газпроме» рассказали о ценовом дне газового рынка;Экономика;Госэкономика;2016/05/24
;Силуанов заявил о давлении на интересовавшихся евробондами инвесторов;Экономика;Госэкономика;2016/05/24
;Эксперт сравнил готовящиеся экономические реформы со строительством коммунизма  ;Экономика;Госэкономика;2016/05/24
;Пентагон ответил отказом на слова Лаврова о совместных действиях в Сирии;Мир;Политика;2016/05/25
;Магазин «Армия России» откроется в Москве напротив посольства США;Бизнес;Бизнес;2016/05/25
;НАПФ предупредила об отмене накопительной части пенсий ради бюджета;Экономика;Госэкономика;2016/05/25
;Лавров сообщил о нежелании США координировать с Россией действия в Сирии;Мир;Политика;2016/05/26
;Глава Евросовета анонсировал продление антироссийских санкций;Мир;Политика;2016/05/26
;Инвесторы из США и Европы захотели приватизировать российскую госсобственность ;Экономика;Госэкономика;2016/05/26
;Госдеп раскритиковал идею о вхождении Южной Осетии в состав России;Мир;Политика;2016/05/26
;Вашингтон обвинил Мадрид в предательстве из-за российских военных кораблей;Мир;Политика;2016/05/27
;Британия собралась отправить танки в Прибалтику по программе НАТО;Мир;Политика;2016/05/29
;В России научились оценивать экономику из космоса;Экономика;Госэкономика;2016/05/30
;Турция предложила США вместе повоевать в Сирии без курдов;Мир;Политика;2016/05/30
;Россия подтвердила курс на сохранение Курильских островов;Мир;Политика;2016/05/31
;Саудовская Аравия разместит облигации на 15 миллиардов долларов;Экономика;Госэкономика;2016/05/31
;Назван самый бедный регион России ;Экономика;Госэкономика;2016/06/01
;Aviasales узнали об экономии в 25 процентов на рейсах «Победы»;Бизнес;Бизнес;2016/06/02
;Костин рассказал о звонках из Госдепа во время размещения еврооблигаций России ;Экономика;Госэкономика;2016/06/02
;Песков ответил на слухи о полицейской миссии ОБСЕ в Донбассе;Россия;Политика;2016/06/02
;РЖД значительно сократят инвестиции;Бизнес;Бизнес;2016/06/02
0;«Патриоты России» решили участвовать в выборах и создать Народное правительство ;Россия;Политика;2016/06/02
0;НАФИ стала партнером премии «Финансовая элита России»;Экономика;Рынки;2016/06/02
0;Помощник опроверг участие Рогозина в политической деятельности;Россия;Политика;2016/06/03
2;РЖД начали переговоры о поставке локомотивов в Иран;Бизнес;Бизнес;2016/06/03
0;Жириновский спел россиянам колыбельную;Россия;Политика;2016/06/03
0;Клинцевич обвинил СБУ в пытках и организации тайных тюрем ;Россия;Политика;2016/06/03
-1;Курс доллара упал ниже 65 рублей;Экономика;Рынки;2016/06/07
-1;Глава ФРС рассказала о грядущем повышении ставки ;Экономика;Госэкономика;2016/06/07
0;Турецкого дипломата вызвали в МИД Германии для объяснений;Мир;Политика;2016/06/07
-1;Инвесторы испугались количественного смягчения ЕЦБ;Экономика;Госэкономика;2016/06/07
0;Кремль прокомментировал отсутствие договоренности по цене на газ для Белоруссии;Бизнес;Бизнес;2016/06/08
0;Проигравшие праймериз единороссы пойдут на выборы от «Справедливой России»;Россия;Политика;2016/06/08
-1;Санкциям отвели минимальную роль в падении экономики России;Экономика;Госэкономика;2016/06/08
0;В бюджете России нашлись средства для выплат израильским пенсионерам;Экономика;Госэкономика;2016/06/08
0;Бундестаг пообещал ответить на угрозы Эрдогана;Мир;Политика;2016/06/09
1;Начался монтаж пролетов моста через Керченский пролив;Бизнес;Бизнес;2016/06/09
-2;«Транснефть» сообщила о криминальной угрозе транзиту в порту Махачкалы;Бизнес;Бизнес;2016/06/09
0;Абхазский премьер попросил разъяснений у «Роснефти»;Бизнес;Мировой бизнес;2016/06/10
0;Челябинскую свалку перенесут ради Путина и коллег;Россия;Политика;2016/06/10
0;Лишенный мандата Пономарев ответил «дорогим бывшим коллегам» ;Россия;Политика;2016/06/10
0;Медведев анонсировал скорое завершение работы над предвыборной программой ЕР;Россия;Политика;2016/06/10
-2;ЦБ допустил новое падение нефтяных цен;Экономика;Госэкономика;2016/06/10
0;Пушков предложил защитить российский рынок от аргентинского мяса;Россия;Политика;2016/06/11
1;Нарышкин заявил о провале санкционной политики Запада по отношению к РФ;Россия;Политика;2016/06/15
0;НАТО возмутили внезапные российские учения;Мир;Политика;2016/06/15
0;Путин попросил Совет безопасности России извлечь уроки из Евро-2016;Россия;Политика;2016/06/15
0;Петербургские депутаты обжалуют присвоение мосту имени Кадырова;Россия;Политика;2016/06/16
0;Rambler стал генеральным интернет-партнером фонда «Росконгресс»;Бизнес;Бизнес;2016/06/16
0;Силуанов и Голикова поспорили о наличии денег в России;Экономика;Госэкономика;2016/06/16
1;Россия поставит на Кубу локомотивы и рельсовые автобусы;Бизнес;Бизнес;2016/06/17
0;Польской спецслужбе разрешили прослушивать иностранцев;Мир;Политика;2016/06/17
0;Назван победитель конкурса EY «Предприниматель года 2016»;Бизнес;Мировой бизнес;2016/06/17
0;Провал переговоров ЕС и Турции объяснили авторитаризмом Эрдогана;Мир;Политика;2016/06/20
0;Худилайнену предрекли проблемы из-за гибели детей на Сямозере;Россия;Политика;2016/06/20
1;Китай нарастил скупку компаний по всему миру;Экономика;Рынки;2016/06/20
0;Лидер «Родины» признался в намерении взять в списки единороссов-лузеров ;Россия;Политика;2016/06/21
-1;Курс евро упал ниже 72 рублей впервые с декабря;Экономика;Рынки;2016/06/21
0;Украинских заключенных из Крыма отдадут Киеву;Россия;Политика;2016/06/21
0;В России предложили создать финансовую гвардию ;Экономика;Госэкономика;2016/06/21
0;ФСБ задержала главу Керчи за взятку в 50 тысяч долларов;Россия;Политика;2016/06/22
0;Белорусские молочники отвергли обвинения в низком качестве продукции;Бизнес;Мировой бизнес;2016/06/22
0;Половина сторонников Сандерса отказалась голосовать за Клинтон;Мир;Политика;2016/06/23
0;Названа основная причина неудач Минэкономразвития в прогнозировании ;Экономика;Госэкономика;2016/06/23
0;Улюкаев нагадал Великобритании сохранение членства в ЕС ;Экономика;Госэкономика;2016/06/23
0;В «Единой России» ответили испугавшимся «пакета Яровой» операторам;Россия;Политика;2016/06/23
1;Банк Англии пообещал залить Brexit сотнями миллиардов долларов;Экономика;Госэкономика;2016/06/24
0;Председатель Евросовета пообещал сохранить единство ЕС;Мир;Политика;2016/06/24
0;ЦБ начал проверку данных об иностранных счетах своих чиновников;Экономика;Госэкономика;2016/06/24
0;Совет ЕС разъяснил судьбу санкций против России после Brexit;Мир;Политика;2016/06/24
0;Президент России рассказал о глобальных последствиях Brexit для экономики;Экономика;Рынки;2016/06/24
2;«Роснефть» договорилась с китайскими партнерами о реализации проектов в Сибири;Бизнес;Бизнес;2016/06/25
0;Сенатор Тимченко открестился от поста Белых;Россия;Политика;2016/06/26
0;Глава МВД Британии решила побороться за лидерство в Консервативной партии;Мир;Политика;2016/06/27
0;В подмосковной Барвихе сформирован новый состав избиркома;Россия;Политика;2016/06/27
1;«АвтоВАЗ» расширит линейку машин для инвалидов;Бизнес;Бизнес;2016/06/27
0;Путин рассказал о пользе критики в адрес власти ;Россия;Политика;2016/06/27
0;Прототип главного героя фильма «Кандагар» стал кандидатом в депутаты;Россия;Политика;2016/06/27
1;Число безработных в России упало ниже миллиона человек;Экономика;Госэкономика;2016/06/28
0;Лидер Лейбористской партии Великобритании отказался уйти в отставку из-за Brexit;Мир;Политика;2016/06/28
0;Клинцевич объяснил отказ Турции платить за сбитый Су-24 «восточной хитростью»;Россия;Политика;2016/06/28
0;Государственной телерадиокомпании ЮАР запретили ругать президента;Мир;Политика;2016/06/28
0;Совет итальянской Лигурии проголосовал за признание Крыма частью России;Мир;Политика;2016/06/29
1;В МЭР рассказали о влиянии отмены турецкого эмбарго на продуктовые цены;Экономика;Госэкономика;2016/06/29
0;Песков рассказал о планах Путина на лето;Россия;Политика;2016/06/30
0;СМИ предупредили об исчезновении из продажи импортного алкоголя;Экономика;Госэкономика;2016/06/30
0;Глава МВД Великобритании выдвинула свою кандидатуру на пост лидера консерваторов;Мир;Политика;2016/06/30
1;Эр-Рияд решил уступить долю на рынке ради высоких цен на нефть;Экономика;Госэкономика;2016/06/30
0;Борис Джонсон отказался бороться за кресло британского премьера;Мир;Политика;2016/06/30
0;«Яблоко» усомнилось в законности возвращения Крыма;Россия;Политика;2016/07/01
-1;США наложили санкции на компании из России из-за закона о нераспространении ОМП;Мир;Политика;2016/07/01
-1;Эксперты спрогнозировали экономический спад в Британии до конца года ;Экономика;Госэкономика;2016/07/01
-1;США ввели санкции против трех российских компаний;Мир;Политика;2016/07/01
0;Партию «Родина» поведет на выборы Алексей Журавлев;Россия;Политика;2016/07/02
0;В Турции заявили об отсутствии проблем с Москвой и Брюсселем;Мир;Политика;2016/07/03
0;Асад утвердил состав нового правительства Сирии;Мир;Политика;2016/07/03
0;Киев оспорит в ВТО ограничения на транзит товаров через Россию;Бизнес;Мировой бизнес;2016/07/04
0;Анкара опровергла возможность допуска России на авиабазу Инджирлик;Мир;Политика;2016/07/04
0;Лавров призвал Финляндию противостоять искушению со стороны НАТО;Мир;Политика;2016/07/04
1;Производитель Johnnie Walker и Captain Morgan впервые инвестировал в газировку;Бизнес;Финансы компаний;2016/07/05
-1;СМИ сообщили о планах России занимать по три миллиарда долларов ежегодно  ;Экономика;Госэкономика;2016/07/05
0;Министр обороны Польши объяснил существование НАТО защитой от российской угрозы;Мир;Политика;2016/07/06
-1;Raiffeisen предрек понижение рейтингов России из-за растраты резервов ;Экономика;Госэкономика;2016/07/07
0;Путин поговорит с Собяниным о культуре;Россия;Политика;2016/07/07
0;МИД счел отказ выдавать визы жителям Крыма нарушением прав человека;Мир;Политика;2016/07/07
0;В Кремле отреагировали на информацию о смерти разведчика Потеева ;Россия;Политика;2016/07/07
0;Медведев призвал к жесткости при формировании бюджета;Экономика;Госэкономика;2016/07/07
0;Полиция задержала главу новосибирского отделения ПАРНАС;Россия;Политика;2016/07/08
0;Участники саммита НАТО договорились о размещении батальонов у границ России;Мир;Политика;2016/07/08
0;Опубликованы простейшие программы для квантового компьютера IBM;Наука и техника;Техника;2016/07/09
-1;В Южном Судане объявили о возобновлении войны;Мир;Политика;2016/07/10
0;КНДР пригрозила «физическими контрмерами» в ответ на размещение американской ПРО;Мир;Политика;2016/07/11
0;«Антимайдан» потребовал признать «Левада-центр» иностранным агентом;Россия;Политика;2016/07/11
-1;Клепач спрогнозировал падение ВВП на процент в первом полугодии;Экономика;Госэкономика;2016/07/11
0;В Италии столкнулись два пассажирских поезда;Мир;Политика;2016/07/12
0;СМИ узнали о трех кандидатах на замену Астахову;Россия;Политика;2016/07/12
-1;Структура «Газпрома» потратила почти 100 миллионов рублей на покупку иномарок;Бизнес;Бизнес;2016/07/12
0;Эксперты из КНР предсказали обострение ситуации в Южно-Китайском море;Мир;Политика;2016/07/13
0;Ципрас вызвал раздражение Обамы призывом прекратить противостояние с Россией;Мир;Политика;2016/07/13
0;В Минфине прокомментировали информацию о контроле над расходами россиян ;Экономика;Госэкономика;2016/07/13
0;Голикова предложила сократить неоправданные расходы органов власти ;Экономика;Госэкономика;2016/07/13
-1;Внешний долг России вырос до 521,5 миллиарда долларов;Экономика;Госэкономика;2016/07/13
;В России возобновят вылов сельди иваси после 25-летнего перерыва;Бизнес;Бизнес;2016/07/13
;Предприятие «Росатома» открестилось от поставок энергооборудования в Крым;Бизнес;Бизнес;2016/07/14
;Еврокомиссар пообещал Грузии безвизовый режим в октябре;Мир;Политика;2016/07/14
;Минтруд допустил отмену накопительной пенсии;Экономика;Госэкономика;2016/07/15
;«Норильский никель» провел ребрендинг;69-я параллель;Достижения;2016/07/15
;США опубликовали засекреченную главу отчета о терактах 11 сентября;Мир;Политика;2016/07/15
;Лавров и Керри взяли паузу в переговорах;Россия;Политика;2016/07/15
;Лавров анонсировал дорожную карту по улучшению отношений с США;Россия;Политика;2016/07/16
;Путин поговорил с Эрдоганом;Россия;Политика;2016/07/17
;Керри исключил причастность США к попытке переворота в Турции;Мир;Политика;2016/07/17
;Китайские предприниматели купили разработчика браузера Opera;Бизнес;Бизнес;2016/07/18
;Клинцевич вызвался проверить опасность покемонов на себе;Россия;Политика;2016/07/18
;Дворкович призвал прощать неудачливых инноваторов;Экономика;Бизнес;2016/07/18
;Укрепление рубля связали с попыткой переворота в Турции;Экономика;Рынки;2016/07/18
;Дворкович пояснил слова Голодец о ненужном образовании ;Экономика;Госэкономика;2016/07/18
;Банк России опустил доллар до минимума с октября 2015 года;Экономика;Рынки;2016/07/19
;Реальные доходы россиян упали на пять процентов ;Экономика;Деньги;2016/07/19
;WikiLeaks опубликовал электронные письма правящей в Турции партии;Мир;Политика;2016/07/20
;Трамп стал кандидатом в президенты США от республиканцев;Мир;Политика;2016/07/20
;Эрдоган допустил причастность двух сбивших Су-24 пилотов к организации Гюлена;Мир;Политика;2016/07/20
;Туркмения ужесточила валютные ограничения ;Экономика;Госэкономика;2016/07/20
;Помощник Путина пожаловался на чрезмерное укрепление рубля ;Экономика;Деньги;2016/07/21
;Турецкие ультраправые поддержали Эрдогана;Мир;Политика;2016/07/21
;Топилин провозгласил окончание зарплатного кризиса в России ;Экономика;Госэкономика;2016/07/21
;ЦБ подтвердил верность свободному рублю ;Экономика;Госэкономика;2016/07/21
;Советник Эрдогана обвинил S&P в поддержке мятежников ;Экономика;Госэкономика;2016/07/21
;Ленину и Сталину отказали в статусе физических лиц;Россия;Политика;2016/07/22
;Трамп официально согласился баллотироваться в президенты США;Мир;Политика;2016/07/22
;Последний в мире производитель видеомагнитофонов прекратит их выпуск;Бизнес;Бизнес;2016/07/22
;Центризбирком решил бороться с кандидатами-многостаночниками;Россия;Политика;2016/07/22
;Депутат рассказал о перспективе вхождения Забайкальского края в ДФО;Россия;Политика;2016/07/22
;Путин выразил соболезнования в связи со стрельбой в Мюнхене;Россия;Политика;2016/07/23
;ВЭФ посетят лидеры Южной Кореи и Японии ;Экономика;Госэкономика;2016/07/26
;Банк России резко поднял курс евро;Экономика;Госэкономика;2016/07/26
;Анкара заявила об устранении всех преград для строительства АЭС «Аккую»;Бизнес;Мировой бизнес;2016/07/26
;Единороссы проследят за тарифами ЖКХ;Россия;Политика;2016/07/26
;Сбербанк предсказал снижение ключевой ставки до 10 процентов;Экономика;Госэкономика;2016/07/26
;ВЭБ сообщил о замедлении экономического спада в России ;Экономика;Госэкономика;2016/07/27
;Обама призвал демократов бояться Трампа;Мир;Политика;2016/07/27
;Госкомпании держали в разорившемся «БФГ-Кредите» семь миллиардов рублей;Экономика;Бизнес;2016/07/27
;Трамп поведал о произнесенном Путиным плохом слове об Обаме на букву «н»;Мир;Политика;2016/07/27
;В Вашингтоне дали оценку словам Трампа о признании Крыма российским;Мир;Политика;2016/07/28
;Совладелец компании Mars умер от сердечного приступа;Бизнес;Бизнес;2016/07/28
;Курс евро превысил 74 рубля;Экономика;Рынки;2016/07/28
;«АвтоВАЗ» получил 27 миллиардов рублей убытка в первом полугодии;Бизнес;Финансы компаний;2016/07/28
;«Роснефть» и PDVSA подписали документы о стратегическом сотрудничестве;Бизнес;Бизнес;2016/07/29
;СМИ узнали еще об одной кибератаке против Демократической партии США;Мир;Политика;2016/07/29
;Правительство начало зерновые интервенции;Экономика;Госэкономика;2016/07/29
;Шведский инженер построил себе летающий стул;Наука и техника;Техника;2016/07/29
;В сети появилось видео прыжка экстремала без парашюта;Из жизни;Достижения;2016/07/31
;Сбербанк назвал адекватный для России курс доллара;Экономика;Рынки;2016/08/01
;ЦБ сообщил о двукратном ускорении роста промпроизводства в России ;Экономика;Госэкономика;2016/08/01
;Германия потребовала у Турции прекратить шантаж мигрантами;Мир;Политика;2016/08/01
;В Госдуме предложили учредить должность защитника прав автомобилистов;Россия;Политика;2016/08/01
;Минтруд заверил россиян в полном исполнении всех соцобязательств;Экономика;Госэкономика;2016/08/02
;Глава МИД Венгрии заявил об отсутствии российской угрозы для НАТО;Мир;Политика;2016/08/02
;Брат вице-премьера Дворковича задолжал приставам 11 миллионов рублей;Россия;Политика;2016/08/02
;Песков отказался назвать политиков-друзей Путина ;Россия;Политика;2016/08/02
;Неудачный путч стоил Турции 100 миллиардов долларов;Мир;Политика;2016/08/02
;Варшава обиделась на Ватикан за «польский концлагерь»;Мир;Политика;2016/08/02
;Крупнейшие нефтяные компании мира не оправдали собственные прогнозы по прибыли;Бизнес;Мировой бизнес;2016/08/02
;Медведев отказался выбирать между программами Титова и Кудрина;Экономика;Госэкономика;2016/08/02
;Эрдоган раскрыл тему предстоящей встречи с Путиным;Мир;Политика;2016/08/02
;Шувалов объявил предполагаемую цену госпакета «Башнефти»;Бизнес;Бизнес;2016/08/03
;Миронова попросили разобраться с дракой однопартийцев в бане ;Россия;Политика;2016/08/03
;Премьером Непала стал бывший маоистский боевик Свирепый;Мир;Политика;2016/08/03
;ЦБ предложил совместить накопительную и обязательную пенсии;Экономика;Госэкономика;2016/08/03
;Чешский вице-премьер предупредил о готовности ответить на санкции ЕС;Мир;Политика;2016/08/03
;Стамбульский суд санкционировал задержание проживающего в США Гюлена;Мир;Политика;2016/08/04
;ЦИК отказался допустить партию «Воля» к выборам;Россия;Политика;2016/08/05
;ФАС призвала объявить развитие конкуренции государственным приоритетом;Экономика;Госэкономика;2016/08/05
;Россия и Болгария создадут рабочие группы по разморозке «Южного потока»;Бизнес;Бизнес;2016/08/08
;100 кандидатов в депутаты сняты с выборов из-за отсутствия данных о расходах;Россия;Политика;2016/08/08
;Банк России прокомментировал информацию о связи Торшина с Таганской ОПГ;Экономика;Госэкономика;2016/08/09
;Отток капитала из России сократился в пять раз ;Экономика;Госэкономика;2016/08/09
;Почти 100 кандидатов в депутаты Госдумы оказались судимыми;Россия;Политика;2016/08/10
;Клинцевич признал абсурдом призыв убивать россиян и удивился поведению Госдепа;Россия;Политика;2016/08/10
;Торшин ответил на обвинения в связях с Таганской ОПГ;Экономика;Госэкономика;2016/08/10
;Сбербанк опроверг информацию об ограничении приема пятитысячных купюр;Экономика;Деньги;2016/08/10
;Американца избили ломом за футболку с Трампом;Мир;Политика;2016/08/10
;В Лондоне нацелились на конструктивный диалог с Россией;Мир;Политика;2016/08/11
;Американских военных обвинили в намеренном принижении силы и значимости ИГ;Мир;Политика;2016/08/12
;Moody's впервые за два года улучшило прогноз по нефтяному сектору;Экономика;Госэкономика;2016/08/12
;В России отказались вводить уголовную ответственность за биткоины;Экономика;Деньги;2016/08/12
;Маркировка изделий из натурального меха в ЕАЭС станет обязательной с 12 августа;Легпром;Госрегулирование;2016/08/12
;Турция потребовала от ЕС ввести безвизовый режим до конца октября;Мир;Политика;2016/08/15
;Турецкий прокурор задержан при попытке бежать в Сирию;Мир;Политика;2016/08/15
;Total уволила 70 процентов персонала в своем российском подразделении;Бизнес;Бизнес;2016/08/15
;«Башнефть» передумала исследовать привлекательность своего бренда;Бизнес;Бизнес;2016/08/16
;Пентагон прокомментировал удары ВКС России с иранской базы;Мир;Политика;2016/08/16
;Эрдоган получил новые полномочия по указам о чрезвычайном положении;Мир;Политика;2016/08/17
;Трамп пообещал отстаивать права сексуальных меньшинств;Мир;Политика;2016/08/17
;В похищении россиянина Селезнева на Мальдивах участвовал агент Швондер;Мир;Политика;2016/08/17
;СМИ узнали о возможной замене индексации пенсий разовой выплатой;Экономика;Госэкономика;2016/08/17
;Трамп сравнил радикальный исламизм с коммунизмом;Мир;Политика;2016/08/17
;Впервые при Олланде уровень безработицы во Франции упал ниже 10 процентов;Мир;Политика;2016/08/18
;Порошенко призвал иностранцев немедленно вкладывать деньги в Украину;Экономика;Госэкономика;2016/08/18
;ЦБ поднял евро выше 72 рублей;Экономика;Деньги;2016/08/19
;Путин отказался сворачивать отношения с Украиной;Россия;Политика;2016/08/19
;Резкий рост добычи нефти в США объяснили подгонкой статистических данных;Экономика;Деньги;2016/08/19
